name,location_area_zone,date,glass_bags,mixed_bags,plastic_bags ,paper_bags,seg_lf_bags,sanitory_bags,comments
Karthik,Sincerity,22/12/20,0,3,0,0,0,0,
Isaiamblam GH,Kottakarai,22/12/20,2,0,6,4,1,1,
Xavier ,Sharnga,22/12/20,2,2,7,2,0,3,
Bharat Nivas,Bharat Nivas,22/12/20,1,10,10,6,0,0,
Solar Kitchen,Solar Kitchen,22/12/20,2,0,4,0,1,0,
Courage,Courage,22/12/20,0,2,5,5,1,1,
Auro Annam,Auro Annam,23/12/20,0,0,3,2,0,0,
Auroville ITI ,Aurobrindavan,23/12/20,0,2,6,2,0,0,
Tibetan Pavillon,International Zone,23/12/20,0,1,2,2,1,0,
Quiet Community,Quiet,23/12/20,2,3,8,5,2,4,
Quiet Healing Center,Quiet,23/12/20,1,6,5,3,0,1,
Samarpanam,Periyamudaliarchavadi,23/12/20,1,0,6,0,0,0,
Samata,Transformation,24/12/20,2,0,3,2,0,2,
Transformation Com,Transformation,24/12/20,2,6,4,3,1,0,
Nilatangam,Nilatangam,24/12/20,1,0,2,0,0,0,
Djaima,Djaima,24/12/20,1,1,4,2,1,0,
Aurelec,Aurelec,24/12/20,0,0,3,2,0,1,
AV Bakery,Douceur,24/12/20,0,11,0,0,0,0,
Bread and Chocolate,New Creation,24/12/20,1,0,2,2,1,0,
Marc's Cafe,Kuilapalayam,24/12/20,0,4,0,0,0,0,
Aurodam,Aurodam,24/12/20,1,1,4,5,1,0,
Center GH,Center Field,24/12/20,0,1,4,3,1,0,
Cristina,Center Field,24/12/20,1,1,1,1,0,0,
Citadines,Citadines,24/12/20,2,1,3,3,1,1,
The Colours of Nature,Kottakarai,28/12/20,1,0,6,2,0,6,
Naturellement,Udyogam,28/12/20,2,2,3,3,1,1,
Dr Uma,Auromodele,28/12/20,1,0,2,0,0,0,
Abhisha  Kalyan,Auromodele,28/12/20,3,0,4,0,0,0,
Nowana,Auromodele,28/12/20,1,4,4,3,0,6,
Supriya,Petite Ferme,28/12/20,0,0,2,2,0,0,
Re-Center,Service Area,28/12/20,1,0,2,3,1,0,
Town Hall,Town Hall,28/12/20,1,4,4,4,1,0,
Aurosarjan,Auroshilpam,28/12/20,0,8,8,0,0,10,
Sharnga GH,Residential Zone,29/12/20,1,2,4,4,0,2,
Sharnga GH,Residential Zone,29/12/20,2,2,7,7,2,1,
"Arati 1,2",Arati,29/12/20,1,0,2,2,1,0,
Kalpana,Kalpana,29/12/20,1,2,6,5,1,1,
Kailash,Kailash,29/12/20,1,1,2,2,0,1,
Solar Kitchen,Solar Kitchen,29/12/20,3,0,3,0,1,0,
Courage,Courage,29/12/20,4,1,4,4,1,1,
Kriya,Edyanchavadi,29/12/20,3,2,6,4,0,0,
Sunlit Future,Auroshilpam,29/12/20,0,10,0,0,0,0,
Pitchandikulam,Pitchandikulam,29/12/20,0,2,6,4,0,0,
Visitor Center,Visitor Center,29/12/20,1,1,6,2,1,1,
Atithi Griha,Bharat Nivas,30/12/20,1,2,6,4,0,1,
Unity Pavilion,Unity Pavilion,30/12/20,0,0,6,4,0,1,
Michael &Valerie,Center Field,30/12/20,2,0,6,0,0,1,
KOFPU,Kottakarai,30/12/20,0,0,4,6,0,0,
Saracon,Kottakarai,30/12/20,0,2,0,4,4,0,
Auromode,Auroshilpam,30/12/20,3,4,10,7,4,2,
Re-Center,Service Area,31/12/20,1,1,2,1,0,1,
Tanto,New Creation,31/12/20,1,10,10,0,0,0,
Richard ,Auromodele,31/12/20,2,1,2,1,0,0,
Sundar,Douceur,31/12/20,1,0,4,2,0,1,
Youth Center,Youth Center,31/12/20,12,4,14,0,0,2,
Citadines,Citadines,31/12/20,2,2,3,3,1,0,
Mitra,Mitra,31/12/20,1,0,2,1,0,1,
Aurospirul,Windarra,04/01/21,0,2,8,0,0,0,
AV Paper,Aspiration,04/01/21,0,0,2,6,0,0,
Pour Tous,Aspiration,04/01/21,2,0,4,4,0,0,
Aspiration Community,Aspiration,04/01/21,1,0,4,4,0,1,
AV Press,Aspiration,04/01/21,0,0,0,2,0,0,
Marc's Cafe,Kuilapalayam,04/01/21,0,7,0,0,0,0,
Maitreye 2,Residential Zone,04/01/21,1,2,4,3,1,0,
Maitreye 1,Residential Zone,04/01/21,1,2,7,5,1,0,
Serenity,Maitreye,04/01/21,1,0,4,4,1,6,
Swayam,Swayam,04/01/21,2,2,4,4,1,0,
Realization,Realization,04/01/21,1,2,6,4,1,0,
Surrender,Surrender,05/01/21,3,2,6,6,3,1,
Creativity,Creativity,05/01/21,1,1,4,4,1,2,
Vikas,Vikas,05/01/21,2,2,7,5,1,1,
Alice ,Kalabhumi,05/01/21,0,0,0,0,9,0,
Kalabhumi,Kalabhumi,05/01/21,3,5,8,5,0,2,
Invocation,Invocation,05/01/21,2,2,6,6,0,0,
Invocation 6,Invocation,05/01/21,0,6,0,0,0,0,
Malarchi,Kuilapalayam,06/01/21,0,0,1,1,2,0,
New Creation Com,Kuilapalayam,06/01/21,2,0,8,5,4,0,
Geetha / Natraj,Arc en ciel,06/01/21,0,0,6,0,0,0,
AV Bakery,Douceur,06/01/21,0,0,7,0,0,0,
Svaram,Kottakarai,07/01/21,0,0,5,5,0,4,
The Colours of Nature,Kottakarai,07/01/21,0,0,2,2,0,2,
Fraternity Community,Fraternity,07/01/21,3,3,5,4,0,1,
Batsala & Anadi,Felicity,07/01/21,1,0,2,4,0,0,
Djaima,Djaima,07/01/21,1,2,2,2,0,0,
Mahalakshmi Home,Arka,07/01/21,0,2,2,2,0,0,
Samasti,Samasti,07/01/21,3,2,10,8,0,1,
Prarthna,Residential Zone,07/01/21,4,1,7,6,1,2,
nolly,Samasti,07/01/21,0,0,2,2,0,0,
Conscious Living ,Fraternity,07/01/21,0,22,0,0,0,0,
Citadines,Citadines,08/01/21,2,2,6,2,1,0,
Aurovelo,Reve,08/01/21,1,8,4,4,0,0,
Grace,Grace,08/01/21,2,4,6,6,2,2,
Luk,Shakti,11/01/21,1,0,4,2,0,2,
Walter and Tina ,Shakti,11/01/21,1,1,2,1,0,1,
Sound wizard,Shakti,11/01/21,0,1,2,1,0,1,
Aqua Dyn,Aspiration,11/01/21,1,2,4,0,0,0,
Health Center,Aspiration,11/01/21,0,0,2,6,0,0,
Av Bakery,Douceur,11/01/21,1,0,3,0,0,0,
Bread and Chocolate,New Creation,11/01/21,1,0,4,4,0,0,
Luminosity,Luminosity,11/01/21,1,2,2,3,0,1,
Auromode,Auroshilpam,11/01/21,1,2,8,6,2,1,
Petite Ferme Com,Kuilapalayam,11/01/21,3,0,8,6,0,2,
Matrimandir,Matrimandir,12/01/21,0,3,10,17,1,4,
Sve Dame,Sve Dame,12/01/21,3,3,8,8,0,1,
Auro Soya,Udyogam,12/01/21,1,0,2,2,0,0,
Humanscapes,Humanscapes,13/01/21,1,2,6,4,1,0,
Visitor Center,Visitor Center,13/01/21,1,1,4,2,1,1,
Jocelyn,Revena,13/01/21,0,0,2,2,0,0,
Clementine,Forecomers,13/01/21,0,0,2,1,0,0,
Renu & Wazo,Forecomers,13/01/21,1,0,2,1,0,0,
Newlands,GB South,13/01/21,2,1,4,2,0,0,
Hans,Abri Forest,13/01/21,1,2,2,2,0,0,
Courage,Courage,13/01/21,1,1,4,3,1,0,
Certitude,Certitude,13/01/21,5,3,10,10,1,2,
Solar Kitchen,Solar Kitchen,13/01/21,4,0,6,0,1,0,
Humanscapes,Humanscapes,16/01/21,1,2,4,2,1,0,
Isaiamblam GH,Kottakarai,18/01/21,3,0,5,2,1,1,
Yantra,Yantra,18/01/21,0,0,2,2,0,0,
New Creation Field,Kuilapalayam,18/01/21,1,0,6,4,0,1,
Aurelec,Aurelec,18/01/21,0,1,0,4,3,0,
Conscious Living ,Fraternity,18/01/21,0,2,2,3,0,0,
AV bakery,Douceur,18/01/21,4,0,2,0,0,0,
Bread and Chocolate,New Creation,18/01/21,0,0,2,2,0,0,
Sailam,Sailam,18/01/21,0,1,2,2,0,0,
Humility,Humility,18/01/21,0,3,4,4,0,0,
Kalpana,Kalpana,18/01/21,3,2,6,4,1,1,
Soffio,Soffio,18/01/21,1,2,3,3,1,0,
Skate Board,Dana,19/01/21,0,2,3,2,1,0,
Matthias,Hope,19/01/21,1,4,2,11,0,0,
Hope,Hope,19/01/21,1,2,4,2,0,2,
Electrical Service,Service Area,19/01/21,0,4,6,6,0,0,
Road service,Service Area,19/01/21,1,2,2,2,0,2,
Akash,Prarthna,19/01/21,0,0,0,2,0,0,
Prarthna,Residential Zone,19/01/21,0,4,4,4,0,1,
Progress Comm,Residential Zone,19/01/21,1,0,3,2,0,0,
Solar kitchen,Solar Kitchen,19/01/21,1,0,2,0,0,0,
Courage,Courage,19/01/21,1,1,4,2,1,0,
Citadines,Citadines,20/01/21,2,2,6,4,1,0,
Phillip and Tiery ,Fertile Forest,20/01/21,1,0,2,2,0,0,
Maggi House,Fertile,20/01/21,0,2,4,2,0,0,
Iyyappan,Felicity,20/01/21,1,0,3,2,1,0,
Djaima,Djaima,20/01/21,1,1,3,2,0,0,
Alan and Annmarie,Samriddhi,20/01/21,1,0,3,3,0,0,
Ange and Paul,Samriddhi,20/01/21,1,0,2,2,0,0,
Diego,Samriddhi,20/01/21,2,0,2,2,0,0,
Govinda ,Anusuya,20/01/21,0,0,2,0,0,0,
Christoph,Anusuya,20/01/21,1,0,2,1,0,1,
Sandrine & Sumeet,Sukhavati,20/01/21,0,0,2,4,0,0,
Emanuele,Sukhavati,20/01/21,1,0,1,1,0,0,
Rakhal,Sukhavati,20/01/21,1,0,2,2,0,0,
Costantino,Sukhavati,20/01/21,1,0,2,2,0,0,
Jana,Sukhavati,20/01/21,0,0,1,1,0,0,
Town Hall,Town Hall,21/01/21,0,2,4,4,2,1,
New Era School,Aspiration,21/01/21,0,2,2,2,0,0,
Shama,Auromodele,21/01/21,0,0,2,2,0,1,
Fabrice ,Auromodele,21/01/21,1,0,1,1,0,0,
Francois Gautier,Auromodele,21/01/21,0,2,2,2,0,0,
Shantal House,Auromodele,21/01/21,0,0,1,1,0,0,
Balabaskar,Auromodele,21/01/21,0,0,2,2,0,0,
New Era School,Aspiration,21/01/21,0,2,4,4,0,0,
Aurodam,Aurodam,21/01/21,3,1,6,6,1,2,
center GH,Center Field,21/01/21,1,1,4,4,2,5,
Serendipity,Center Field,21/01/21,0,2,1,1,1,0,
Inspiration,Inspiration,21/01/21,2,4,7,7,1,1,
Sunlit Future,Auroshilpam,21/01/21,0,10,0,0,0,0,
Food Laboratory,Horizon,25/01/21,0,2,3,3,0,0,Notice 920 and 921 change
Soniya Novase,Acceptance,25/01/21,0,0,2,1,0,0,
Phillip and Tiery ,Fertile Forest,27/01/21,8,0,0,0,0,0,
Conscious Living ,Fraternity,25/01/21,0,5,0,0,0,0,
Malarchi,Kuilapalayam,25/01/21,0,0,2,0,1,1,
New Creation Com,Kuilapalayam,25/01/21,3,1,2,4,2,0,
Evergreen,Evergreen,25/01/21,0,0,1,1,0,0,
Evergreen,Evergreen,25/01/21,1,2,2,4,0,1,
Sivaoli (transport service),Service Area,25/01/21,0,1,2,2,0,0,
"Arati 1,2",Arati,25/01/21,1,2,7,7,3,0,
Invocation,Invocation,25/01/21,1,2,8,10,1,0,
Auzolan,Reve,27/01/21,0,0,5,5,0,4,
Needam GH,Certitude,27/01/21,1,4,4,3,0,0,
Anitya,Anitya,27/01/21,0,2,3,3,0,1,
Last School,Transformation,27/01/21,0,2,2,6,0,0,
Sve Dame,Sve Dame,27/01/21,2,2,5,1,0,0,
Naturellement,Udyogam,27/01/21,2,3,4,0,0,0,
Courage,Courage,27/01/21,1,2,4,1,1,1,
The Colours of Nature,Kottakarai,28/01/21,0,0,9,0,3,3,
Isaiamblam GH,Kottakarai,28/01/21,2,0,4,2,6,0,
TLC,Transformation,28/01/21,0,2,2,0,2,6,
Grace,Grace,28/01/21,2,2,6,1,0,2,
arka,Arka,28/01/21,0,1,4,1,0,0,
Pony Farm,Pony Farm,28/01/21,2,2,3,1,0,0,
Rita,Arya,28/01/21,0,0,3,0,1,1,
Tanto,New Creation,28/01/21,0,15,12,0,0,0,
Quiet Community,Quiet,30/01/21,1,2,5,0,0,0,
Ange and Paul,Samriddhi,20/01/21,0,2,6,0,1,1,
AV Dizine,Kottakarai,29/01/21,0,0,2,0,0,0,
Naturellement,Udyogam,29/01/21,2,2,3,1,0,0,
Deepam School,Aspiration,29/01/21,0,0,4,2,0,0,
"Merchella, Vikram",Auromodele,29/01/21,1,2,1,1,0,0,
Shama,Auromodele,29/01/21,0,0,1,0,0,0,
Nowana,Auromodele,29/01/21,0,2,2,8,0,0,
Savitri Hostel,Savitri Bhavan,29/01/21,0,2,2,2,1,0,
Prarthna,Residential Zone,29/01/21,2,2,6,6,1,3,
Deepanam School,Deepanam School,30/01/21,0,2,4,4,0,0,
Citadines,Citadines,30/01/21,2,2,10,4,1,0,
Aurelec,Aurelec,30/01/21,0,0,4,4,0,0,
Arlet House,Auromodele,30/01/21,1,2,2,1,0,0,
Monica House,Petite Ferme,30/01/21,1,0,3,1,0,0,
Alain B,Auromodele,30/01/21,1,1,2,1,0,0,
Marc's Cafe,Kuilapalayam,30/01/21,0,6,4,4,0,0,
Quiet Healing Center,Quiet,30/01/21,0,0,0,0,0,0,
Pitchandikulam,Pitchandikulam,01/02/21,2,10,4,4,0,1,
Sunlit Future,Auroshilpam,01/02/21,0,6,2,0,0,0,
Saraha,La Ferme,01/02/21,0,0,2,0,0,1,
AV Paper,Aspiration,01/02/21,0,2,2,6,0,0,
Pour Tous,Aspiration,01/02/21,0,0,7,7,0,0,
AV Press,Aspiration,01/02/21,0,0,1,5,0,0,
CSR,Auroshilpam,01/02/21,0,0,2,0,0,0,
Earth Institute,Auroshilpam,01/02/21,0,3,2,2,0,0,
Auro Sunshine,Auroshilpam,01/02/21,0,0,3,2,0,0,
Auromode,Auroshilpam,01/02/21,2,0,7,7,5,2,
Shradhanjali,Auroshilpam,01/02/21,0,0,4,6,0,0,
Visitor Center,Visitor Center,02/02/21,0,1,5,5,1,1,
Afsanah GH,Kottakarai,03/02/21,2,0,4,2,0,0,
Auroville Library,Auroville Library,03/02/21,0,0,2,3,1,1,
Celine/Christophe,Sharnga,03/02/21,0,0,3,0,0,0,
Sharnga GH,Residential Zone,03/02/21,3,0,4,4,0,2,
Maitreye 1,Residential Zone,03/02/21,2,2,5,5,0,0,
Serenity,Maitreye,03/02/21,1,0,4,4,1,2,
Realization,Realization,03/02/21,3,3,5,5,0,0,
Solar kitchen,Solar Kitchen,03/02/21,3,0,5,0,0,0,
Courage,Courage,03/02/21,1,0,4,4,0,0,
Miracle,Miracle,04/02/21,3,1,4,2,0,0,
Charlie,Aurogreen,04/02/21,0,2,4,3,0,0,
Udumbu,Udumbu,04/02/21,1,1,4,3,1,2,
Conscious Living ,Fraternity,04/02/21,0,4,3,3,0,0,
Bread and Chocolate,New Creation,04/02/21,1,2,5,4,0,0,
Maitreye 2,Residential Zone,04/02/21,1,2,4,6,1,0,
Prayatana ,Prayatna,04/02/21,1,0,2,2,0,0,
Humanscapes,Humanscapes,04/02/21,2,2,8,4,1,1,
Kalov,Miracle,05/02/21,0,0,4,2,0,0,
Nine palms,Nine palms,05/02/21,3,4,4,0,0,0,
Nine palms,Nine palms,05/02/21,3,4,4,0,0,0,
Dilip Kapoor,Pitchandikulam,05/02/21,1,4,5,5,0,0,
Kriya,Edyanchavadi,05/02/21,2,2,6,6,1,0,
Reve GH,Reve,05/02/21,1,2,5,4,1,1,
Town Hall,Town Hall,05/02/21,0,0,4,4,1,2,
Citadines,Citadines,05/02/21,1,1,3,3,1,0,
Sharnga GH,Residential Zone,05/02/21,2,0,5,5,0,2,
Arati 3B,Arati,05/02/21,1,1,2,2,1,0,
Kalpana,Kalpana,05/02/21,1,2,8,6,1,2,
Svaram,Kottakarai,08/02/21,0,4,3,6,0,5,
Auro Amirtham,Kottakarai,08/02/21,1,4,4,3,0,0,
Utility,Utility,08/02/21,2,2,10,2,1,1,
Happiness,Happiness,08/02/21,2,0,2,2,1,0,
Gaias Garden,Gaias Garden,08/02/21,1,1,2,2,1,0,
Mandala Pottery,Dana,08/02/21,0,2,2,2,0,0,
Dana Community,Dana,08/02/21,6,1,15,11,1,1,
Flame Pottery,Dana,08/02/21,0,2,3,3,0,0,
Baraka,Baraka,08/02/21,1,2,3,2,0,0,
Madhuca,Madhuca,09/02/21,3,2,4,3,1,0,
Aurosarjan,Auroshilpam,09/02/21,1,0,8,10,0,8,
The Colours of Nature,Kottakarai,09/02/21,0,0,12,2,0,3,
Saracon,Kottakarai,09/02/21,0,2,7,5,0,0,
Kindergarten,Center Field,09/02/21,1,2,5,5,0,2,
Creativity,Creativity,09/02/21,1,3,4,5,1,0,
Vikas,Vikas,09/02/21,2,5,8,8,1,1,
Bharat Nivas,Bharat Nivas,11/02/21,1,10,9,9,0,0,
Mita/Tapas,Center Field,11/02/21,1,0,2,1,0,0,
Aurodam,Aurodam,11/02/21,1,2,6,6,1,0,
Mimi & Manas,Center Field,11/02/21,1,2,2,4,0,2,
Center GH,Center Field,11/02/21,1,1,2,3,1,0,
Unity Pavilion,Unity Pavilion,11/02/21,0,0,2,4,0,0,
Adventure,Adventure,11/02/21,0,2,2,2,0,0,
Kriya,Edyanchavadi,11/02/21,0,2,2,2,0,0,
Courage,Courage,11/02/21,2,0,5,5,2,1,
Mahalakshmi Home,Arka,11/02/21,1,2,1,2,2,0,
Kailash,Kailash,12/02/21,1,0,6,4,0,1,
Surrender,Surrender,12/02/21,1,0,6,4,1,1,
Grace,Grace,12/02/21,1,0,5,5,1,1,
Samata,Transformation,12/02/21,3,2,3,3,0,2,
Transformation Com,Transformation,12/02/21,1,2,6,4,2,0,
Espace,Espace,15/02/21,0,1,1,1,0,0,
Espace,Espace,15/02/21,1,0,4,2,0,0,
Ranjini,Kottakarai,15/02/21,0,0,2,2,0,0,
Mayaura Bhakti,Auromodele,15/02/21,1,0,2,2,0,0,
Nowana,Auromodele,15/02/21,0,0,2,1,0,0,
Bread and Chocolate,New Creation,15/02/21,1,0,3,2,1,0,
Marc's Cafe,Kuilapalayam,15/02/21,0,4,2,2,0,0,
Sante Clinic,Sante,15/02/21,0,1,5,4,0,0,
Re-Center,Service Area,15/02/21,0,0,2,1,0,0,
Arati 3A,Arati,15/02/21,1,2,4,3,1,0,
Maitreye 1,Residential Zone,15/02/21,1,0,3,3,0,0,
Maitreye 2,Residential Zone,15/02/21,1,0,3,2,0,0,
Serenity,Maitreye,15/02/21,1,0,2,1,1,0,
Giulio,Ami,16/02/21,0,0,4,0,0,0,
Certitude,Certitude,16/02/21,3,3,9,6,2,4,
Needam GH,Certitude,16/02/21,0,0,2,2,0,0,
Prarthna,Residential Zone,16/02/21,1,2,5,5,0,0,
Svaram,Kottakarai,16/02/21,2,3,6,4,1,0,
Solar kitchen,Solar Kitchen,16/02/21,2,0,5,0,0,0,
Citadines,Citadines,16/02/21,2,3,7,6,1,0,
Mikki  Rishi,Arya,17/02/21,1,1,7,0,0,1,
Quiet Healing Center,Quiet,17/02/21,1,2,5,4,2,0,
Quiet Community,Quiet,17/02/21,1,1,2,2,0,0,
Dental Center,Protection,17/02/21,0,2,2,2,0,0,
Mitra,Mitra,17/02/21,0,0,4,2,1,2,
Auromode,Auroshilpam,17/02/21,1,0,8,4,4,2,
Isaiamblam GH,Kottakarai,17/02/21,3,3,9,7,1,2,
Isaiamblam GH,Kottakarai,17/02/21,1,0,1,1,1,0,
Visitor Center,Visitor Center,17/02/21,1,0,5,4,1,1,
Sunlit Future,Auroshilpam,17/02/21,0,0,4,0,0,1,
New Dawn Carpentry,Kottakarai,18/02/21,1,3,0,6,3,2,
Conscious Living ,Fraternity,18/02/21,2,2,2,6,0,2,
Youth Center,Youth Center,18/02/21,4,5,8,2,0,4,
Tanto,New Creation,18/02/21,0,5,10,7,0,0,
Revelation,Revelation,19/02/21,1,0,4,3,1,1,
Matrimandir,Matrimandir,19/02/21,0,4,14,10,0,4,
Harmony,Dana,19/02/21,1,1,2,2,0,0,
Tom & Petra,Discipline,19/02/21,1,0,2,2,0,0,
Discipline Farm,Discipline,19/02/21,1,2,6,4,0,0,
Angiras Garden,Angiras Garden,19/02/21,2,2,6,4,0,0,
Anya,Kottakarai,19/02/21,1,0,2,1,0,1,
Maroma,Aspiration,18/02/21,0,6,26,12,0,0,
Aspiration Community,Aspiration,20/02/21,0,0,2,0,0,0,
The Colours of Nature,Kottakarai,23/02/21,0,0,13,2,0,3,
AV Paper,Aspiration,23/02/21,1,0,2,10,0,0,
Aqua Dyn,Aspiration,23/02/21,0,3,4,3,0,0,
Celebration NC,Celebration,23/02/21,1,2,10,2,0,0,
Pour Tous,Aspiration,23/02/21,0,0,8,7,0,0,
Aspiration Community,Aspiration,23/02/21,2,0,10,6,0,1,
Michael &Valerie,Center Field,23/02/21,1,2,6,0,0,0,
Serendipity,Center Field,23/02/21,1,3,4,2,1,0,
Center GH,Center Field,23/02/21,0,0,1,1,1,0,
Kalpana,Kalpana,23/02/21,2,2,8,4,1,0,
Terra Soul,Windarra,24/02/21,2,2,6,2,0,2,
Nasim,Botanical Garden,24/02/21,1,0,1,0,0,1,
Stephan,Botanical Garden,24/02/21,2,0,1,0,0,1,
Botanical Garden,Botanical Garden,24/02/21,0,2,14,6,0,2,
Evergreen,Evergreen,24/02/21,0,0,2,4,0,0,
Nolly,Samasti,24/02/21,0,0,0,0,2,0,
Emanuele,Sukhavati,24/02/21,0,0,1,1,0,0,
Rakhal,Sukhavati,24/02/21,1,0,2,2,0,0,
Emanuele,Sukhavati,24/02/21,1,0,2,2,0,0,
Sandrine & Sumeet,Sukhavati,24/02/21,0,0,2,2,0,0,
Lili,Sukhavati,24/02/21,1,0,1,0,0,0,
Herve,Sukhavati,24/02/21,0,0,1,0,0,0,
Soffio,Soffio,24/02/21,1,2,4,2,1,0,
Sanjana,Sanjana,24/02/21,2,2,8,6,3,1,
Eternity,Eternity,25/02/21,5,2,9,7,0,1,
Djaima,Djaima,25/02/21,1,2,4,2,1,1,
Aurelec,Aurelec,25/02/21,0,2,4,2,0,0,
AV Bakery,Douceur,25/02/21,0,0,17,10,0,0,
Invocation ,Invocation,25/02/21,1,1,5,6,1,0,
Humanscapes,Humanscapes,25/02/21,2,2,6,6,1,0,
Citadines,Citadines,25/02/21,2,2,4,4,1,0,
Town Hall,Town Hall,25/02/21,0,2,5,5,1,0,
Tibetan Pavillon,International Zone,26/02/21,0,0,2,1,1,0,
Terra Amata,International Zone,26/02/21,1,1,2,2,0,0,
Transition School,Transformation,26/02/21,1,2,11,7,1,2,
New Creation Field,Kuilapalayam,26/02/21,1,0,4,2,0,0,
Malarchi,Kuilapalayam,26/02/21,0,0,2,0,2,0,
New Creation Com,Kuilapalayam,26/02/21,2,5,5,6,4,0,
Marc's Cafe,Kuilapalayam,26/02/21,0,3,3,0,0,0,
Sve Dame,Sve Dame,01/03/21,3,2,14,10,0,2,
Oli School ,Aspiration,01/03/21,1,0,2,1,0,0,
Health Center,Aspiration,01/03/21,0,0,3,6,0,0,
Sundar,Douceur,01/03/21,2,2,4,4,1,0,
Francois Gautier,Auromodele,01/03/21,0,2,2,0,0,0,
Fraternity Community,Fraternity,01/03/21,2,4,9,6,0,1,
Ange and Paul,Samriddhi,01/03/21,0,0,1,2,0,0,
Ange and Paul,Samriddhi,01/03/21,1,0,2,2,0,0,
Invocation ,Invocation,01/03/21,2,2,6,5,1,0,
Luminosity,Luminosity,01/03/21,2,2,4,4,1,0,
SAIIER,Town Hall,02/03/21,0,2,3,3,0,1,
Svaram,Kottakarai,02/03/21,1,2,4,6,0,2,
The Colours of Nature,Kottakarai,02/03/21,0,0,6,1,0,3,
Afsanah GH,Kottakarai,02/03/21,1,1,4,2,0,0,
Naturellement,Udyogam,02/03/21,2,2,6,4,1,0,
Evergreen,Evergreen,02/03/21,1,0,1,1,0,0,
Solar kitchen,Solar Kitchen,02/03/21,3,1,6,0,1,0,
Sailam,Sailam,02/03/21,1,1,4,2,0,0,
Courage,Courage,02/03/21,2,1,9,7,2,1,
Aurospirul,Windarra,03/03/21,2,2,16,0,0,1,
Sunlit Future,Auroshilpam,03/03/21,0,5,0,0,0,1,
Visitor Center,Visitor Center,03/03/21,1,2,6,4,1,1,
Auro Soya,Udyogam,03/03/21,2,1,3,3,0,0,
Verite GH,Kottakarai,03/03/21,1,1,6,5,1,0,
Samarpanam,Periyamudaliarchavadi,03/03/21,3,0,6,0,0,0,
Petite Ferme Com,Kuilapalayam,03/03/21,3,1,4,4,0,0,
Supriya,Petite Ferme,03/03/21,1,4,2,2,0,0,
Conscious Living ,Fraternity,03/03/21,0,0,4,4,0,2,
Geetha / Natraj,Arc en ciel,03/03/21,0,0,3,0,0,0,
Matej,Acceptance,03/03/21,1,1,2,1,0,0,
Auromode,Auroshilpam,03/03/21,2,6,9,9,3,1,
AEP,Auroshilpam,03/03/21,1,2,2,2,0,0,
Earth Institute,Auroshilpam,03/03/21,1,0,2,2,0,0,
Discipline Farm,Discipline,03/03/21,0,0,2,2,1,0,
Velu,Transformation,04/03/21,0,0,3,0,0,0,
Upasana,Auroshilpam,04/03/21,0,0,1,1,0,0,
Iyyappan,Felicity,04/03/21,1,0,3,2,0,0,
Batsala & Anadi,Felicity,04/03/21,1,0,3,5,1,1,
Soniya Novase,Acceptance,04/03/21,0,0,2,0,0,0,
Gaias Garden,Gaias Garden,04/03/21,1,0,4,3,1,0,
Bread and Chocolate,New Creation,04/03/21,2,0,6,4,1,0,
Nilatangam,Nilatangam,04/03/21,1,0,2,0,0,0,
Cripa,Kalabhumi,04/03/21,0,0,3,1,0,1,
Grace,Grace,04/03/21,2,2,6,4,1,1,
Sharnga GH,Residential Zone,04/03/21,1,1,2,2,0,0,
Xavier ,Sharnga,04/03/21,2,1,2,2,0,0,
Atithi Griha,Bharat Nivas,05/03/21,1,2,5,3,1,0,
Anitya,Anitya,05/03/21,1,2,2,2,0,0,
Kundhavi,Aroma Garden,05/03/21,2,0,4,2,0,0,
Aurovelo,Reve,05/03/21,1,3,8,8,0,3,
Shilpa,Sukhavati,05/03/21,0,0,3,0,0,0,
Mahalakshmi Home,Arka,05/03/21,0,2,1,2,1,0,
Kiosk Cycle Service,Solar Kitchen,08/03/21,0,2,0,0,0,0,
AV Paper,Aspiration,08/03/21,0,2,2,4,0,0,
Pour Tous,Aspiration,08/03/21,0,0,4,4,0,0,
Aspiration Community,Aspiration,08/03/21,0,0,2,2,0,0,
AV Press,Aspiration,08/03/21,0,0,1,5,0,1,
AV Bakery,Douceur,08/03/21,0,0,9,0,0,0,
Bread and Chocolate,New Creation,08/03/21,0,1,1,2,0,0,
Marc's Cafe,Kuilapalayam,08/03/21,0,2,2,2,0,0,
Sumark,Kriya,08/03/21,0,0,2,2,0,0,
Kriya,Edyanchavadi,08/03/21,3,3,5,4,0,1,
Adventure,Adventure,08/03/21,0,2,2,2,0,0,
Prarthna,Residential Zone,08/03/21,3,2,6,5,1,2,
Maitreye 1,Residential Zone,08/03/21,0,2,4,4,1,0,
Maitreye 2,Residential Zone,09/03/21,0,1,5,5,1,1,
Serenity,Maitreye,09/03/21,1,2,3,3,1,0,
"Arati 1,2",Arati,09/03/21,1,2,7,5,2,1,
Vikram Maya,Gaia,09/03/21,1,2,5,3,0,0,
Peter & Nicole,Gaia,09/03/21,0,0,4,4,0,0,
Martina,Gaia,09/03/21,1,0,2,2,0,0,
Solar kitchen,Solar Kitchen,09/03/21,1,0,4,0,0,0,
Courage,Courage,09/03/21,1,1,3,3,1,1,
Prema,Sincerity,10/03/21,7,2,3,2,0,0,
Phillip and Tiery ,Fertile Forest,10/03/21,1,4,2,2,0,0,
