name,location_area_zone,date,glass_bags,mixed_bags,plastic_bags ,paper_bags,seg_lf_bags,sanitory_bags,comments
Adventure,Adventure,16/07/18,1,3,2,2,0,1,
Deepanam School,Deepanam School,16/07/18,1,4,4,13,0,2,
SAIIER,Town Hall,16/07/18,0,0,2,2,0,0,
Naturellement,Udyogam,16/07/18,2,2,3,3,1,0,
Impermanence,Impermanence,16/07/18,1,2,6,6,1,0,
Sunlit Future,Auroshilpam,16/07/18,0,2,4,6,0,2,
Bharat Nivas,Bharat Nivas,17/07/18,2,6,15,15,1,2,
Upasana,Auroshilpam,17/07/18,0,0,2,2,0,3,
Afsanah GH,Kottakarai,17/07/18,0,1,1,2,0,0,
Gas service,Service Area,17/07/18,0,3,0,0,0,0,
Courage,Courage,17/07/18,1,1,4,4,1,1,
Solar kitchen,Solar Kitchen,17/07/18,1,0,4,4,1,0,
Kiosk Cycle Service,Solar Kitchen,17/07/18,0,1,0,0,0,0,
Kailash,Kailash,17/07/18,0,1,1,1,0,0,
Auromode,Auroshilpam,18/07/18,1,0,3,5,0,2,
CSR,Auroshilpam,18/07/18,2,0,3,3,0,0,
Earth Institute,Auroshilpam,18/07/18,0,2,2,2,0,0,
Auro Sunshine,Auroshilpam,18/07/18,0,0,2,1,0,0,
The Colours of Nature,Kottakarai,18/07/18,0,4,2,6,0,0,
Isaiamblam GH,Kottakarai,18/07/18,0,0,1,1,1,0,
Kindergarten,Center Field,18/07/18,0,0,2,4,0,0,
Aurodam,Aurodam,18/07/18,3,1,6,5,1,4,
Serendipity,Center Field,18/07/18,1,1,2,2,0,0,
Center GH,Center Field,18/07/18,0,0,2,2,1,0,
Cristina,Center Field,18/07/18,1,0,1,1,1,0,
Nandanam School,Center Field,18/07/18,0,0,1,4,1,0,
New Creation Field,Kuilapalayam,19/07/18,1,1,3,3,0,0,
Malarchi,Kuilapalayam,19/07/18,0,0,3,3,1,0,
New Creation Com,Kuilapalayam,19/07/18,1,0,7,7,3,0,
Marc's Cafe,Kuilapalayam,19/07/18,0,4,0,0,0,0,
Humility,Humility,19/07/18,1,0,2,2,0,0,
Sailam,Sailam,19/07/18,1,0,2,1,0,1,
AV Dizine,Kottakarai,19/07/18,0,0,3,12,0,1,
Matrimandir,Matrimandir,19/07/18,0,2,8,12,0,0,
Grace,Grace,19/07/18,1,2,4,4,1,1,
Renu & Wazo,Forecomers,20/07/18,0,0,2,0,0,0,
Newlands,GB South,20/07/18,2,0,2,6,0,1,
Hans,Abri Forest,20/07/18,1,0,0,0,0,17,
Surrender,Surrender,20/07/18,1,1,2,2,1,0,
Verite GH,Kottakarai,20/07/18,1,0,4,4,1,2,
Saracon,Kottakarai,20/07/18,0,2,4,4,0,0,
Surrender,Surrender,20/07/18,0,0,1,2,0,1,
Town Hall,Town Hall,20/07/18,0,2,5,5,2,0,
Citadines,Citadines,20/07/18,1,2,4,4,1,0,
Nilatangam,Nilatangam,21/07/18,1,0,2,0,0,0,
Food Laboratory,Horizon,21/07/18,4,0,2,2,0,0,
Abhisha  Kalyan,Auromodele,21/07/18,1,2,3,3,0,0,
Andre/ Betty,Auromodele,21/07/18,0,3,0,0,0,0,
Luk,Shakti,21/07/18,1,0,2,4,0,2,
Walter and Tina ,Shakti,21/07/18,1,0,1,1,0,0,
Walter and Tina ,Shakti,21/07/18,0,0,3,2,0,0,
La Ferme Cheese,Kuilapalayam,21/07/18,0,4,8,0,0,0,
Aurosarjan,Auroshilpam,21/07/18,0,0,10,10,0,10,
Invocation,Invocation,21/07/18,2,2,5,5,2,0,
Prarthna,Residential Zone,21/07/18,2,2,6,6,1,1,
Ramachandra,Kottakarai,23/07/18,2,4,0,0,0,4,
Certitude,Certitude,23/07/18,3,2,5,5,2,3,
Lola,Invocation,23/07/18,0,0,0,0,2,0,
"Arati 1,2",Arati,23/07/18,2,2,6,6,2,0,
Svaram,Kottakarai,23/07/18,0,2,4,6,0,2,
New Dawn Carpentry,Kottakarai,23/07/18,1,0,3,0,0,0,
Language Lab,International Zone,24/07/18,0,5,5,5,0,0,
Progress Comm,Residential Zone,24/07/18,1,4,4,0,0,0,
Courage,Courage,24/07/18,2,1,6,6,2,1,
Solar kitchen,Solar Kitchen,24/07/18,1,0,5,5,1,0,
Darkali,Darkali,25/07/18,1,0,11,8,0,3,
AV Paper,Aspiration,25/07/18,0,0,2,8,0,0,
Pour Tous,Aspiration,25/07/18,0,0,8,8,0,0,
AV Press,Aspiration,25/07/18,0,0,1,3,0,0,
Aspiration Community,Aspiration,25/07/18,0,0,5,5,0,0,
Health Center,Aspiration,25/07/18,0,0,4,4,0,0,
Tibetan Pavillon,International Zone,25/07/18,1,0,3,3,0,1,
Celebration NC,Celebration,25/07/18,0,0,3,3,0,1,
Blue Lotus,NON AV,25/07/18,2,0,5,5,0,0,
Miracle,Miracle,25/07/18,1,0,5,5,0,0,
Tanto,New Creation,26/07/18,0,12,0,0,0,0,
Francois Gautier,Auromodele,26/07/18,0,5,0,0,0,0,
Aurelec,Aurelec,26/07/18,0,0,4,4,0,3,
Espace,Espace,26/07/18,0,0,3,3,0,0,
Skate Board,Dana,26/07/18,1,1,2,2,0,1,
Dana Community,Dana,26/07/18,1,2,5,5,0,0,
Mandala Pottery,Dana,26/07/18,1,0,5,5,0,0,
Ange and Paul,Samriddhi,27/07/18,1,0,3,3,0,0,
Diego,Samriddhi,27/07/18,4,0,3,3,0,0,
Maitreye 1,Residential Zone,27/07/18,1,0,3,3,0,1,
Maitreye 2,Residential Zone,27/07/18,1,0,5,5,0,1,
Serenity,Maitreye,27/07/18,1,0,5,5,0,1,
Mita/Tapas,Center Field,27/07/18,1,0,3,3,0,1,
Tom & Petra,Discipline,27/07/18,0,0,1,1,0,0,
Discipline Farm,Discipline,27/07/18,1,0,3,3,0,0,
Citadines,Citadines,27/07/18,1,0,3,3,0,1,
Mitra,Mitra,27/07/18,0,0,2,2,0,1,
Agathe,Auromodele,28/07/18,0,0,3,3,0,0,
Andre/ Betty,Auromodele,28/07/18,1,2,3,3,0,0,
"Merchella, Vikram",Auromodele,28/07/18,1,0,5,5,0,2,
Conscious Living ,Fraternity,28/07/18,0,2,4,2,0,0,
Soniya Novase,Acceptance,28/07/18,0,0,2,2,1,0,
Jana,Sukhavati,28/07/18,1,0,1,1,1,0,
Sharnga,Sharnga,28/07/18,2,2,5,5,0,0,
Marco / Liliana,Sharnga,28/07/18,0,0,2,2,0,0,
Sharnga GH,Residential Zone,28/07/18,1,0,2,2,0,0,
Realization,Realization,28/07/18,1,0,5,5,0,1,
Marika House,Samasti,28/07/18,0,0,2,2,2,0,
Village Action,Irumbai,30/07/18,0,0,5,5,0,3,
Auroville ITI ,Aurobrindavan,30/07/18,0,0,5,5,0,0,
Promesse,Promesse,30/07/18,0,0,5,5,0,0,
Botanical Garden,Botanical Garden,31/07/18,0,0,2,2,0,4,
Adventure,Adventure,31/07/18,0,1,1,1,0,0,
Terra Amata,International Zone,31/07/18,1,0,3,3,0,0,
Courage,Courage,31/07/18,1,1,5,5,0,1,
Solar kitchen,Solar Kitchen,31/07/18,1,0,4,5,0,1,
Atithi Griha,Bharat Nivas,01/08/18,1,0,5,5,0,2,
African Pavilion,International Zone,01/08/18,1,0,5,5,0,2,
Maggi House,Fertile,01/08/18,1,0,3,2,0,0,
Johnny,Fertile,01/08/18,1,0,5,5,0,0,
Heidi and Patrick,Fertile East,01/08/18,0,0,2,0,0,0,
Baraka,Baraka,01/08/18,1,0,5,5,0,2,
AV Paper,Aspiration,06/08/18,0,0,2,6,0,0,
Pour Tous,Aspiration,06/08/18,0,0,5,5,0,0,
Aspiration Community,Aspiration,06/08/18,0,0,5,5,0,0,
AV Press,Aspiration,06/08/18,0,0,1,1,0,1,
Sangha,Sangha,06/08/18,2,0,4,4,0,0,
Fraternity Community,Fraternity,06/08/18,1,0,10,10,0,1,
Felix,Victory,06/08/18,0,0,3,2,0,0,
Luminosity,Luminosity,06/08/18,1,0,3,2,0,1,
Last School,Transformation,06/08/18,0,0,1,4,0,0,
Kalabhumi,Kalabhumi,06/08/18,2,0,6,6,0,1,
Naturellement,Udyogam,06/08/18,2,2,3,3,0,1,
Pitchandikulam,Pitchandikulam,06/08/18,0,6,4,4,0,4,
Stephan,Botanical Garden,07/08/18,1,0,2,4,1,0,
Kriya,Edyanchavadi,07/08/18,1,2,2,4,0,0,
Aurovelo,Reve,07/08/18,1,0,4,6,0,0,
Unity Pavilion,Unity Pavilion,07/08/18,0,0,2,2,0,5,
Courage,Courage,07/08/18,1,1,2,4,1,1,
Solar kitchen,Solar Kitchen,07/08/18,1,0,4,4,1,0,
Transformation Com,Transformation,09/08/18,0,2,5,8,1,0,
Revelation,Revelation,09/08/18,2,3,2,0,1,0,
Auromode,Auroshilpam,09/08/18,1,2,6,8,0,2,
Earth Institute,Auroshilpam,09/08/18,0,2,2,2,0,0,
Life Education Center,Kottakarai,09/08/18,0,2,0,0,0,1,
Isaiamblam GH,Kottakarai,09/08/18,3,1,5,4,0,1,
Invocation,Invocation,09/08/18,2,1,4,4,1,0,
Maitreye 1,Residential Zone,09/08/18,1,0,4,4,1,1,
Maitreye 2,Residential Zone,09/08/18,1,0,2,2,0,0,
Swayam,Swayam,09/08/18,1,1,2,2,0,0,
Sunlit Future,Auroshilpam,09/08/18,0,8,0,0,0,0,
Sacred Groves,Sacred Groves,10/08/18,1,6,0,0,0,6,
Udavi School,Udavi School,10/08/18,1,0,4,6,0,1,
Surrender,Surrender ,10/08/18,1,1,2,6,1,0,
Surrender,Surrender ,10/08/18,1,0,2,3,1,0,
Grace,Grace,10/08/18,2,2,8,8,2,2,
Matrimandir,Matrimandir,10/08/18,0,3,10,10,0,0,
Town Hall,Town Hall,10/08/18,1,0,6,8,1,0,
Citadines,Citadines,10/08/18,2,2,5,8,1,0,
Mitra,Mitra,10/08/18,0,0,2,2,0,1,
Dr Uma,Auromodele,11/08/18,0,1,1,1,0,0,
Abhisha  Kalyan,Auromodele,11/08/18,1,0,2,0,0,0,
Sang,Auromodele,11/08/18,0,4,0,0,0,0,
Alain B,Auromodele,11/08/18,1,1,2,3,0,0,
Marie Christine,Auromodele,11/08/18,0,2,2,0,0,0,
Deepam School,Aspiration,11/08/18,0,0,2,4,0,0,
Marc's Cafe,Kuilapalayam,11/08/18,1,8,0,0,0,0,
Emanuele,Sukhavati,11/08/18,1,0,2,1,0,0,
Sandrine & Sumeet,Sukhavati,11/08/18,1,0,1,1,0,0,
Herve,Sukhavati,11/08/18,0,0,2,0,0,0,
Gerard,Sukhavati,11/08/18,1,0,2,2,0,1,
Prarthna,Residential Zone,11/08/18,1,1,8,8,0,0,
Certitude,Certitude,11/08/18,1,1,6,4,1,1,
Valantina,Pony Farm,11/08/18,0,0,1,1,0,0,
Sanjana,Sanjana,16/08/18,2,2,6,6,2,0,
Arati 3A,Arati,16/08/18,1,0,3,2,1,0,
TLC,Transformation,16/08/18,0,4,2,2,0,0,
AEP,Auroshilpam,16/08/18,1,1,2,3,0,0,
Inside India,Auroshilpam,16/08/18,1,0,2,3,0,0,
Mona,Yantra,16/08/18,2,0,6,0,0,0,
Thomas,Gratitude,16/08/18,0,2,0,0,0,0,
Courage,Courage,16/08/18,3,2,4,4,1,1,
Solar kitchen,Solar Kitchen,16/08/18,10,1,6,6,1,0,
Aurodam,Aurodam,17/08/18,4,3,10,10,1,2,
Neem Tree,Neem Tree,17/08/18,1,0,4,0,0,0,
Arka,Arka,17/08/18,1,0,5,4,2,1,
Vikram Maya,Gaia,17/08/18,1,2,3,2,0,2,
Samasti,Samasti,17/08/18,3,0,10,10,1,1,
Creativity,Creativity,17/08/18,2,3,5,5,3,1,
Vikas,Vikas,17/08/18,2,2,4,4,1,1,
Citadines,Citadines,17/08/18,1,0,4,4,1,0,
Quiet Community,Quiet,18/08/18,2,2,3,3,0,1,
Quiet Healing Center,Quiet,18/08/18,0,2,5,5,0,4,
Samarpanam,Periyamudaliarchavadi,18/08/18,0,0,5,5,0,0,
Domani 1,Auromodele,18/08/18,0,3,0,0,0,0,
Mayaura Bhakti,Auromodele,18/08/18,0,4,0,0,0,0,
Aurelec,Aurelec,18/08/18,1,1,5,5,0,6,
Svaram,Kottakarai,18/08/18,0,2,6,6,0,2,
Savitri Hostel,Savitri Bhavan,18/08/18,0,0,4,4,0,1,
Upasana,Auroshilpam,18/08/18,0,0,2,1,0,4,
Auromics,Kottakarai,18/08/18,0,0,5,5,0,10,
Saraha,La Ferme,20/08/18,0,2,0,0,0,0,
AV Press,Aspiration,20/08/18,0,0,2,6,0,0,
Pour Tous,Aspiration,20/08/18,0,0,4,6,0,0,
Aspiration Community,Aspiration,20/08/18,1,1,3,2,0,1,
AV Press,Aspiration,20/08/18,0,0,0,2,0,0,
Surya Nivas,Auromodele,20/08/18,1,0,4,4,1,2,
Invocation,Invocation,20/08/18,2,0,6,4,1,0,
Lola,Invocation,20/08/18,0,0,0,0,2,0,
Realization,Realization,20/08/18,2,2,4,3,1,0,
Shradhanjali,Auroshilpam,20/08/18,0,0,4,7,0,0,
Angiras Garden,Angiras Garden,20/08/18,2,5,2,2,0,0,
Sacred Groves,Sacred Groves,21/08/18,2,0,4,4,27,0,
Visitor Center,Visitor Center,21/08/18,1,2,5,5,1,1,
Visitor Center,Visitor Center,21/08/18,1,2,5,5,1,1,
KOFPU,Kottakarai,21/08/18,0,0,3,3,0,0,
Sailam,Sailam,21/08/18,0,0,2,2,1,0,
Humility,Humility,21/08/18,1,0,2,4,0,0,
Needam GH,Certitude,21/08/18,1,0,4,4,1,0,
Courage,Courage,21/08/18,1,1,4,4,1,1,
Solar kitchen,Solar Kitchen,21/08/18,1,0,3,3,1,0,
Nilatangam,Nilatangam,22/08/18,0,0,2,0,0,0,
Udumbu,Udumbu,22/08/18,2,2,2,2,0,2,
Djaima,Djaima,22/08/18,2,2,10,6,0,1,
Mala House,NON AV,22/08/18,2,2,2,2,0,0,
Batsala & Anadi,Felicity,22/08/18,0,1,2,2,1,0,
Arati 3B,Arati,22/08/18,1,0,2,2,1,0,
Auroville Library,Auroville Library,22/08/18,0,0,2,2,1,2,
Serendipity,Center Field,22/08/18,0,1,2,2,1,1,
Center GH,Center Field,22/08/18,1,0,4,4,3,0,
Nandanam School,Center Field,22/08/18,0,0,1,1,1,0,
Kindergarten,Center Field,22/08/18,0,3,0,4,1,0,
Terra Soul,Windarra,23/08/18,0,2,0,0,0,0,
Terra Soul,Windarra,23/08/18,1,2,4,2,0,0,
Afsanah GH,Kottakarai,23/08/18,1,0,4,2,0,0,
New Creation Com,Kuilapalayam,23/08/18,3,2,11,10,3,3,
Tanto,New Creation,23/08/18,0,0,10,10,0,0,
Dehashakti Sports,Dana,23/08/18,5,5,0,0,0,0,
Matthias,Hope,23/08/18,0,5,0,0,0,0,
Auroyoli,International Zone,24/08/18,0,0,3,3,0,0,
Botanical Garden,Botanical Garden,24/08/18,0,0,2,2,0,4,
Aurovelo,Reve,24/08/18,1,2,6,6,0,4,
Surrender,Surrender,24/08/18,2,0,2,2,1,0,
Surrender,Surrender,24/08/18,0,0,2,1,1,0,
Town Hall,Town Hall,24/08/18,1,0,2,4,1,0,
Citadines,Citadines,24/08/18,1,0,3,3,1,0,
Mitra,Mitra,24/08/18,0,0,2,2,1,1,
AV Foundation,Town Hall,24/08/18,0,0,2,2,0,0,
HERS,Kottakarai,24/08/18,0,0,20,10,0,15,
Johnny,Fertile,25/08/18,1,2,4,2,0,0,
Conscious Living ,Fraternity,25/08/18,0,2,3,3,0,0,
Fraternity Community,Fraternity,25/08/18,2,0,6,4,0,1,
Agathe,Auromodele,25/08/18,1,0,1,2,0,0,
Manfred,Petite Ferme,25/08/18,1,0,4,0,0,0,
Marc's Cafe,Kuilapalayam,25/08/18,0,4,0,0,0,0,
Soniya Novase,Acceptance,25/08/18,0,2,2,2,0,0,
Aurosarjan,Auroshilpam,25/08/18,0,0,10,10,0,10,
Isaiamblam GH,Kottakarai,25/08/18,0,0,2,0,0,0,
Isaiamblam GH,Kottakarai,25/08/18,1,2,3,3,1,0,
Sharnga GH,Residential Zone,27/08/18,1,2,2,4,0,0,
Marco / Liliana,Sharnga,27/08/18,0,0,1,1,0,0,
Sharnga,Sharnga,27/08/18,1,1,2,2,0,0,
Prarthna,Residential Zone,27/08/18,4,2,4,8,0,1,
Progress Comm,Residential Zone,27/08/18,0,0,1,2,0,0,
Tibetan Pavillon,International Zone,27/08/18,0,0,2,4,1,0,
Terra Amata,International Zone,27/08/18,1,0,1,1,0,0,
International House,International Zone,27/08/18,1,0,2,4,0,1,
Auro Soya,Udyogam,27/08/18,3,0,4,2,0,0,
Naturellement,Udyogam,27/08/18,2,2,2,2,1,0,
Yantra,Yantra,27/08/18,0,0,1,2,0,0,
Evergreen,Evergreen,28/08/18,2,0,2,2,1,2,
Kriya,Edyanchavadi,28/08/18,1,0,2,2,0,2,
Impermanence,Impermanence,28/08/18,1,0,2,2,1,0,
Reve GH,Reve,28/08/18,2,0,6,6,1,2,
Serendipity,Center Field,28/08/18,1,0,4,4,0,1,
Mimi & Manas,Center Field,28/08/18,1,0,2,4,0,0,
Courage,Courage,28/08/18,1,1,4,4,1,0,
Solar kitchen,Solar Kitchen,28/08/18,1,0,4,4,1,0,
Aurospirul,Windarra,28/08/18,0,0,8,0,0,0,
Visitor Center,Visitor Center,28/08/18,1,2,7,7,1,0,
Sunlit Future,Auroshilpam,28/08/18,0,8,4,0,0,0,
Francois Gautier,Auromodele,29/08/18,0,4,0,0,0,0,
Ravi,Petite Ferme,29/08/18,1,0,4,3,1,0,
Martin and Ute,Petite Ferme,29/08/18,1,3,0,1,0,0,
Supriya,Petite Ferme,29/08/18,0,0,3,0,0,0,
Oli School ,Aspiration,29/08/18,0,1,2,0,0,0,
New Era School,Aspiration,29/08/18,0,0,3,2,0,0,
Deepanam School,Deepanam School,29/08/18,0,2,0,2,0,0,
David,Gaia,29/08/18,1,1,3,3,0,0,
Martina,Gaia,29/08/18,1,1,3,3,0,0,
Youth Center,Youth Center,29/08/18,4,2,4,2,0,0,
Sve Dame,Sve Dame,29/08/18,3,2,6,6,0,2,
Promesse,Promesse,30/08/18,0,0,3,3,0,4,
Sadhana Forest,Sadhana Forest,30/08/18,1,0,6,6,0,16,
Invocation,Invocation,30/08/18,1,1,2,2,1,0,
Maitreye 2,Residential Zone,30/08/18,1,2,8,5,1,1,
Maitreye 1,Residential Zone,30/08/18,2,2,4,4,1,1,
Swayam,Swayam,30/08/18,1,0,4,3,0,2,
Luminosity,Luminosity,30/08/18,1,1,3,2,1,0,
Aurovelo,Reve,31/08/18,0,2,4,6,0,0,
Blue Lotus,NON AV,31/08/18,1,0,2,4,0,0,
Verite GH,Kottakarai,31/08/18,1,2,4,6,2,1,
Matrimandir,Matrimandir,31/08/18,0,3,6,6,0,2,
Citadines,Citadines,31/08/18,1,2,2,3,1,0,
Life Education Center,Kottakarai,31/08/18,0,0,2,3,0,0,
Valantina,Pony Farm,31/08/18,0,0,1,1,0,0,
AV Dizine,Kottakarai,01/09/18,0,0,2,10,0,0,
Aurelec,Aurelec,01/09/18,0,2,4,2,0,2,
New Creation Field,Kuilapalayam,01/09/18,1,0,5,5,0,1,
Marc's Cafe,Kuilapalayam,01/09/18,0,2,0,0,0,0,
Jocelyn,Revena,01/09/18,0,2,2,0,0,0,
Clementine,Forecomers,01/09/18,0,0,1,1,0,0,
Renu & Wazo,Forecomers,01/09/18,0,0,1,0,0,0,
Newlands,GB South,01/09/18,1,2,2,3,0,0,
Evergreen,Evergreen,01/09/18,1,0,0,0,0,0,
Kailash,Kailash,01/09/18,1,0,2,3,1,0,
Humility,Humility,01/09/18,1,0,2,2,0,0,
AV Paper,Aspiration,03/09/18,0,0,2,8,0,0,
Pour Tous,Aspiration,03/09/18,3,0,4,6,0,0,
Aspiration Community,Aspiration,03/09/18,0,4,4,4,0,0,
AV Press,Aspiration,03/09/18,0,0,0,4,0,0,
Health Center,Aspiration,03/09/18,0,0,2,4,0,0,
Sandrine & Sumeet,Sukhavati,03/09/18,0,0,1,1,0,0,
Emanuele,Sukhavati,03/09/18,1,0,1,1,0,0,
Rakhal,Sukhavati,03/09/18,0,0,2,4,0,0,
Herve,Sukhavati,03/09/18,0,0,2,1,0,0,
Costantino,Sukhavati,03/09/18,0,1,1,1,0,0,
Auromode,Auroshilpam,03/09/18,1,0,15,15,0,10,
"Arati 1,2",Arati,03/09/18,0,2,4,4,1,0,
Transformation Com,Transformation,04/09/18,1,2,5,5,1,0,
Swayam,Swayam,04/09/18,1,0,4,2,0,0,
Samata,Transformation,04/09/18,1,0,4,2,0,1,
Isaiamblam GH,Kottakarai,04/09/18,2,0,3,2,2,0,
Vikas,Vikas,04/09/18,2,2,3,3,1,1,
Kriya,Edyanchavadi,04/09/18,1,0,2,1,1,0,
Courage,Courage,04/09/18,1,1,4,4,1,1,
Solar kitchen,Solar Kitchen,04/09/18,2,0,4,4,1,0,
Visitor Center,Visitor Center,04/09/18,1,2,4,4,1,0,
Sunlit Future,Auroshilpam,04/09/18,0,7,0,0,1,0,
New Creation Com,Kuilapalayam,05/09/18,2,0,8,7,2,0,
Mayaura Bhakti,Auromodele,05/09/18,1,0,1,1,0,0,
Abhisha  Kalyan,Auromodele,05/09/18,0,0,1,0,0,0,
Shantal House,Auromodele,05/09/18,0,0,2,2,0,0,
Govinda ,Anusuya,05/09/18,1,0,1,0,0,0,
Glenn,Anusuya,05/09/18,0,0,1,0,0,0,
Christoph,Anusuya,05/09/18,0,0,1,1,0,0,
Surrender,Surrender,05/09/18,1,0,4,2,0,0,
Grace,Grace,05/09/18,2,0,10,10,2,0,
Surrender,Surrender,05/09/18,1,0,2,2,0,0,
Auro Orchard,Auro Orchard,06/09/18,1,0,4,4,0,10,
Auro Annam,Auro Annam,06/09/18,2,0,2,2,0,2,
Tom & Petra,Discipline,06/09/18,1,0,2,1,0,0,
Discipline Farm,Discipline,06/09/18,1,0,3,2,0,1,
The Colours of Nature,Kottakarai,06/09/18,1,0,10,8,0,5,
Mantra Pottery,Yantra,06/09/18,1,2,2,4,0,0,
Aurodam,Aurodam,07/09/18,2,0,4,6,1,0,
Serendipity,Center Field,07/09/18,3,0,2,2,0,0,
Center GH,Center Field,07/09/18,1,0,3,3,1,0,
Nandanam School,Center Field,07/09/18,0,0,1,1,0,0,
Kindergarten,Center Field,07/09/18,0,2,2,4,0,0,
Realization,Realization,07/09/18,1,2,4,2,1,0,
Creativity,Creativity,07/09/18,2,2,3,3,1,0,
Town Hall,Town Hall,07/09/18,0,2,4,6,1,0,
Citadines,Citadines,07/09/18,1,2,5,5,1,0,
Mitra,Mitra,07/09/18,0,0,2,2,1,0,
Nilatangam,Nilatangam,08/09/18,0,0,1,0,0,0,
Utility,Utility,08/09/18,2,4,5,5,0,0,
Bruno,Utility,08/09/18,1,0,3,2,1,0,
Aurelec,Aurelec,08/09/18,0,1,2,2,0,1,
Romas Kitchen,Auromodele,08/09/18,0,2,0,0,0,0,
Matej,Acceptance,08/09/18,0,0,2,2,0,0,
Sanjana,Sanjana,08/09/18,2,4,6,6,1,0,
Lola,Invocation,08/09/18,0,0,0,0,3,0,
Madhuca,Madhuca,08/09/18,2,2,4,4,1,2,
Upasana,Auroshilpam,08/09/18,0,0,2,2,0,3,
Shradhanjali,Auroshilpam,08/09/18,0,0,4,4,0,0,
Jaap ,Revena,11/09/18,2,0,4,0,0,0,
Hans,Abri Forest,11/09/18,0,0,2,0,1,0,
Telephone Service,Service Area,11/09/18,0,0,1,1,0,0,
Sante Clinic,Sante,11/09/18,1,1,4,2,0,0,
Svaram,Kottakarai,11/09/18,0,2,4,6,0,4,
Courage,Courage,11/09/18,1,0,4,4,1,0,
Solar kitchen,Solar Kitchen,11/09/18,1,0,6,6,1,0,
Adventure,Adventure,12/09/18,1,2,2,2,0,0,
Udavi School,Udavi School,12/09/18,1,2,10,6,0,1,
Botanical Garden,Botanical Garden,12/09/18,0,2,3,3,2,5,
Unity Pavilion,Unity Pavilion,12/09/18,1,0,4,2,0,1,
Tanto,New Creation,14/09/18,0,0,10,8,0,0,
Prarthna,Residential Zone,14/09/18,2,1,6,4,1,0,
Citadines,Citadines,14/09/18,1,2,2,3,1,0,
CSR,Auroshilpam,14/09/18,2,0,3,4,0,0,
Auromode,Auroshilpam,14/09/18,2,0,4,4,0,1,
Auro Sunshine,Auroshilpam,14/09/18,0,0,3,2,0,0,
Quiet Community,Quiet,17/09/18,2,2,4,0,0,0,
Quiet Community,Quiet,17/09/18,1,2,4,2,4,0,
Luk,Shakti,17/09/18,1,0,4,2,0,2,
Sound Wizard,Shakti,17/09/18,1,1,2,3,0,0,
Aurelec,Aurelec,17/09/18,0,1,2,2,0,1,
Sumark,Kriya,17/09/18,0,0,2,2,0,1,
Kriya,Edyanchavadi,17/09/18,1,2,2,2,0,0,
Humanscapes,Humanscapes,17/09/18,0,2,6,2,0,0,
Arka,Arka,17/09/18,1,1,4,4,2,0,
Saracon,Kottakarai,17/09/18,0,2,4,4,0,0,
Sharnga GH,Residential Zone,18/09/18,1,4,3,3,0,2,
Marco / Liliana,Sharnga,18/09/18,0,0,1,1,0,0,
Arati 3A,Arati,18/09/18,1,0,2,1,0,0,
Visitor Center,Visitor Center,18/09/18,1,1,4,4,1,0,
Transition School,Transformation,18/09/18,1,1,2,8,1,1,
Future School,Transformation,18/09/18,0,1,4,4,0,0,
Solar kitchen,Solar Kitchen,18/09/18,1,0,4,4,1,0,
Courage,Courage,18/09/18,1,0,4,4,1,1,
Aurospirul,Windarra,18/09/18,0,0,8,0,0,0,
Anand,Shakti,19/09/18,1,0,4,0,0,0,
Palani,Auromodele,19/09/18,1,0,3,1,0,1,
Rita,Arya,19/09/18,0,0,3,2,1,1,
Marc's Cafe,Kuilapalayam,19/09/18,1,5,0,0,0,0,
Soniya Novase,Acceptance,19/09/18,0,0,2,0,0,0,
Inspiration,Inspiration,19/09/18,1,0,8,6,1,1,
Earth Institute,Auroshilpam,19/09/18,0,0,2,4,0,1,
Alok ,Auroshilpam,19/09/18,1,0,6,4,0,0,
Isaiamblam GH,Kottakarai,19/09/18,1,0,4,2,1,0,
Isaiamblam GH,Kottakarai,19/09/18,0,0,2,2,1,0,
Hope,Hope,20/09/18,1,4,6,2,0,0,
Certitude,Certitude,20/09/18,4,2,8,8,2,2,
Maitreye 2,Residential Zone,20/09/18,0,2,6,6,1,0,
Maitreye 1,Residential Zone,20/09/18,1,0,4,4,1,0,
Swayam,Swayam,20/09/18,2,0,2,4,1,0,
Prayatana ,Prayatna,20/09/18,1,0,4,4,0,0,
Lola,Invocation,20/09/18,0,0,0,0,2,0,
Invocation,Invocation,20/09/18,1,1,6,5,1,0,
Terra Soul,Windarra,21/09/18,1,4,4,1,0,0,
Jana,Fertile Field,21/09/18,1,4,7,0,1,2,
Dana Community,Dana,21/09/18,2,2,10,10,1,1,
Dana Community,Dana,21/09/18,1,4,6,0,0,2,
Sincerity,Sincerity ,21/09/18,1,4,2,0,0,1,
Luminosity,Luminosity,21/09/18,2,0,0,0,0,0,
Kalabhumi,Kalabhumi,21/09/18,1,2,5,5,0,1,
Alice ,Kalabhumi,21/09/18,0,0,0,0,4,0,
Town Hall,Town Hall,21/09/18,0,0,5,5,0,4,
Citadines,Citadines,21/09/18,2,0,6,6,1,4,
Mitra,Mitra,21/09/18,1,0,4,3,1,1,
AV Paper,Aspiration,22/09/18,0,0,4,16,0,0,
Pour Tous,Aspiration,22/09/18,0,0,7,7,0,0,
Aspiration Community,Aspiration,22/09/18,1,2,4,2,0,0,
AV Press,Aspiration,22/09/18,0,0,1,3,0,0,
Fraternity Community,Fraternity,22/09/18,2,4,7,7,1,1,
Naturellement,Udyogam,22/09/18,2,2,3,3,1,0,
